時間,コメント,
6052.425,ブリーチでIGL間に合わんのかな,
6053.292,かわいいなぁかるびｗ,
6053.516,実際に水無瀬のエイム良かったよね,
6053.959,乾いた笑いやめてｗｑ,
6053.988,葛葉1人の動きより味方4人がいい動きになってる方がデカいのよ,
6054.061,w,
6054.088,そうやな,
6054.526,いいてぃむだ,
6055.24,がんばえ！！！,
6055.404,がんばれー！,
6056.027,ええチームや,
6056.54,がんばれ,
6057.371,びっさん,
6057.689,課題のヘイブンか,
6057.829,スキル管理頼むぞ,
6057.878,ナイスチームよ！,
6057.992,選手…！,
6058.172,大丈夫だよ葛葉いい仕事してる,
6058.485,それはそう,
6058.626,がんばれ～！！,
6059.018,なんかいいチームだな,
6059.159,水無瀬さんが解放されて元気になってるw,
6059.645,かるび頑張れ,
6059.707,がんばれ！,
6059.806,頼むぜかるび！,
6059.934,なにわろ,
6059.966,かるび！,
6059.981,いいチーム,
6060.03,破壊してけかるび！！,
6060.002,かるびがんばれよ！,
6060.361,良いチームだぁ,
6060.378,失笑で草,
6060.585,ｗｗｗ,
6060.744,ナイスティーム,
6061.026,ファイト！,
6061.245,マジでブリーチ次第ではある,
6061.184,がんばれ！,
6061.607,かるびちゃん暴れちゃえー！！！,
6062.329,かるび選手がんばれーー！！！,
6062.782,あげてけー ふぁいとー！！,
6062.921,ふぁいとー！,
6062.962,ずはのヘッショすごいな,
6063.029,みんなふぁい,
6063.828,頑張れかるび！！,
6064.14,ファイト！,
6064.22,かるび頑張れ~！,
6064.267,頼んだ！かるび！,
6064.451,てぃむあったけぇ,
6064.906,がんばれ！,
6065.071,がんばれ,
6065.03,過集中はダメだぞ！カルビ！ww,
6065.025,乾きすぎてる,
6065.461,かるび頑張れ！！,
6065.674,ブリーチ次第！！！,
6065.688,かるびもがんばれ,
6065.827,おおｗｗ,
6065.934,がんばれ〜！,
6066.063,かるびがんばれ,
6066.514,がんばれ！次もいける！！！！,
6066.606,おおおお,
6067.121,ここでまだ成長が見られないと...,
6067.157,だめそう,
6067.446,うそ,
6067.704,天才かよｗ,
6067.714,だーいじょーぶ！！！w,
6067.997,声頼もしいぞかるび選手！,
6068.19,がんばれー！,
6068.505,明日の本番何時からですか；；,
6068.644,おおおお,
6069.266,姫頑張れ,
6069.453,おおおおおお,
6069.445,かるび背負え！,
6069.54,おおおおおお,
6069.62,かるび頑張れ〜〜,
6070.219,かるび選手がんばれ～！,
6070.202,おー？,
6070.289,おお！,
6070.626,理解った！？,
6070.692,おぉw,
6071.331,ほんとかよｗ,
6071.644,がんばれかるび！,
6071.654,魅せてもらおう！w,
6071.89,ほんとぉ？,
6072.042,ほんとか？,
6072.108,おぉ…！笑,
6072.215,ほんとか？,
6073.019,姫がんばえ！！,
6073.393,葛葉が輝いている！,
6073.595,かるび、やれんだな？,
6073.791,豪語ｗ,
6073.957,ほんとぉ？,
6073.998,選手ーーーw,
6073.969,草,
6074.011,出ちゃった！！,
6074.29,こーれ2割あったら上出来です,
6074.357,草,
6074.802,かるび姫信じてるぞ！！,
6075.043,ポカポカじゃん,
6076.065,うそです,
6076.335,ほんとかなあｗ,
6077.467,かるび頑張れｗ,
6077.517,頑張れ,
6077.678,いつも言ってるやんけ,
6077.81,草,
6077.792,草,
6077.992,草,
6078.314,ついにかｗ,
6078.586,チームファイト！,
6078.611,ついに理解ったか！？,
6078.884,かるび選手がんばれ！,
6079.62,ふぁいてぃん,
6079.845,いつも言ってるんよね,
6079.849,埋立地ｗｗ,
6080.522,草,
6080.704,覚醒カルビ来たか,
6081.46,今日のかるびは違うぞ！！,
6081.776,かるびがんばれ！,
6081.853,かるび選手頑張れー！,
6083.107,埋め立て地ww,
6083.204,正解,
6083.499,うーん不安か,
6083.852,選手いけるぞ！,
6083.943,埋立地w,
6083.944,草,
6084.136,完全体かるびこい,
6084.468,ほんとかぁww,
6085.319,埋立地ww,
6085.537,背中デッカイな,
6085.556,ww,
6085.565,草,
6085.763,埋め立てすぎてまっさらかｗｗ,
6086.592,かるび応援してるよ〜！！,
6086.689,かるびがそれ出来るなら優勝や！,
6086.912,全知全能のかるび,
6087.373,埋め立て地w,
6087.449,埋め立て地w,
6087.922,いやいけるで、かるびを信じろ,
6087.957,皆様ファイトです…！,
6088.544,かるび信じてる,
6088.981,がんばれ選手～！,
6089.414,いい関係値です,
6090.06,なんでこんな不安になるのか w w,
6090.83,理解した！わ理解してないんよ笑,
6091.063,埋立地ww,
6091.088,理解できてるかできてないか今から出るよー,
6091.702,レイナ動けんくなってるもんねw,
6092.223,最高の女だからね！！,
6092.388,かるびがんばえ！いけるぞ！,
6092.499,トンボさんのあのｗ,
6093.277,勝ったらかるびのおかげ、負けたらかるびのせい,
6094.368,あえてね,
6094.686,かるびちゃんがんばれ〜！,
6095.576,当たり屋いこう,
6096.666,それが出来てればティア4にいないのよ,
6097.777,スクリムとはいえここ取れれば優勝見えるな,
6098.021,身になるやつな,
6099.503,やっぱ乗ってる時の強さは段違いにいいね!頑張れ！,
6100.917,葛葉さんがんばえ～！！,
6101.834,ファイティン！！,
6102.76,いいねえ,
6103.764,いけるよがんばれ！！,
6103.961,かるびはやってくれる,
6106.569,がんばれーーーー！,
6106.932,ふぁいてぃーん！,
6107.047,かるび頑張れ,
6107.743,前進！前進！,
6108.101,パチンコ当たれ～,
6108.394,みんながんばれ！！,
6109.553,やあ,
6110.345,がんばれ〜,
6110.594,やればできる子肉の王,
6111.022,練習していこ！,
6111.442,かるび覚醒編始まる？,
6111.799,れちごー！,
6112.069,かるびがんばれー,
6113.403,練習だからね,
6114.581,かるび背負え！,
6114.758,がんばれー,
6115.175,全て（50%,
6115.935,かるびの明るさでチームの雰囲気いいな,
6116.06,ﾊｲ,
6116.24,がんばれー！,
6117.013,がんばれ！！,
6117.12,いいね,
6117.689,がんばれえええ！！！,
6118.241,ファイト！,
6118.332,いけるよ！,
6118.401,葛葉のパフォーマンスが５％落ちてもチームのパフォーマンスが50%上がってるからハイパープラス,
6118.5,選手見せてくれ,
6118.694,ふぁいてぃーん！,
6118.764,完全練習用カスタムいいね,
6120.001,葛葉HS率たっか,
6120.185,完全に理解した,
6120.569,頑張れー,
6120.601,ﾊｲｯ!,
6121.935,れちご,
6122.263,ふぁいてぃん！,
6123.862,がんばれ,
6124.095,かるび姫の頭脳が埋め立て地になるか覚醒してディズニーになるか楽しみ,
6124.238,ﾊｲｯ!,
6124.366,がんばれ！,
6126.055,ファイティン！！,
6126.436,頑張れかるび！！！！！,
6127.941,がんばれ！！！,
6129.679,ふぁいと～！,
6129.975,"まりまはまりみまcm,‘max ",
6130.406,ふぁいてーん！,
6130.6,かるびは謎に本番やってくれそうな気がする,
6130.821,ファイト,
6131.631,ふぁいてぃ～ん,
6131.693,特上カルビになれるか？,
6132.207,ふぁいてぃーん！,
6132.237,がんばれーーー！！！！,
6132.531,ミラーだ,
6133.256,おー,
6133.42,頑張れー,
6133.576,ジェット口悪ww,
6133.85,カルビ各政変だけは始まらなそう,
6133.961,ふぁいとー,
6134.263,がんばれー,
6135.602,がんばれ！,
6136.517,練習だからね！,
6136.827,たのしんでーふぁいと,
6137.083,ほんとだ,
6137.288,がんばれ〜〜,
6138.798,いけえ！,
6139.041,がんばれー！！,
6140.085,がんばれー！！,
6140.257,やるぞ,
6141.334,ブリーチ差か,
6143.644,かるび姫頼むよー!ティームがんばれー！！,
6143.644,ファイト！,
6144.563,ミラーか,
6145.937,がんばれ！,
6145.985,特上カルビになれ,
6147.663,エレクトリカルパレード開くか,
6148.569,頑張れ,
6148.983,ミラー専用のセリフとかあんのかようできとんな,
6149.014,がんばれ！,
6150.399,がんばれーーー！,
6151.496,全てはすごいなー,
6152.411,ʕ•ٹ•ʔ頑張れ,
6154.44,ごーごー！,
6154.657,皆様ファイトです…！,
6154.834,がんばれー！,
6154.932,がんばれ,
6155.121,てかまぁオーソドックスよな,
6155.689,ファイト～,
6155.766,がんばれ！！,
6156.37,がんばれ！,
6157.596,ふぁいとー！,
6158.194,いけー,
6158.317,がんばれ〜〜,
6160.861,GOGO,
6161.039,おちんついて〜,
6161.152,がんばれ,
6162.085,ふぁいてぃーん！！,
6162.159,ふぁいてぃん！,
6162.146,GO！！！,
6163.414,がんばれ,
6165.621,ふぁいてぃーん!,
6166.139,ふぁいとー,
6166.569,ローレンってソーヴァ使えるのか,
6167.272,サーロインぐらい油のってくれよ！,
6168.179,蜻蛉軍団ファイティーン！！,
6173.747,がんばれ〜！！！！,
6175.293,がんばれ,
6175.407,ないす,
6175.787,ナイス！！,
6177.017,まじか,
6178.333,ナイス,
6179.164,ないす！！！,
6179.864,つよ,
6179.896,ナイス！！,
6180.117,強すぎ,
6180.199,でっかい,
6180.24,つよい,
6180.397,なぁいす！！！,
6180.488,でかすぎぃ！,
6181.14,うおおおお,
6181.182,つっよ,
6181.571,でけぇ,
6181.629,ないす,
6181.649,3削りナイス,
6181.823,えええ,
6181.901,うまい,
6181.936,ないす,
6182.055,ナイス,
6182.12,わぁ,
6182.211,つよいつよい！！,
6182.174,うま！？,
6182.258,つっよ,
6182.34,おおおおおおお,
6182.425,でっか,
6182.513,つええ,
6182.541,ナイスゥ！！,
6182.553,ナイスゥ,
6182.666,わお,
6183.279,つよ,
6183.468,つよ,
6183.521,ナイスゥ！,
6184.072,すんご！！,
6184.152,うおおお！！！,
6184.276,つっよ,
6184.425,でけえええ,
6184.421,ナイス,
6184.486,うお,
6184.738,つよ,
6184.941,ナイス,
6185.302,つんよ,
6185.422,ないす！,
6185.43,ナイス,
6186.11,ないす！,
6187.218,つっよ,
6187.335,でか！！,
6187.785,ナイス！,
6188.097,ないす！！！,
6188.319,3キルでけえ,
6188.317,おお,
6190.06,ナイス！,
6190.584,つよ！,
6192.478,ナイスゥ,
6192.987,つんよ,
6193.11,くずはちょー強い！,
6193.327,つよくて草,
6193.706,ないす！！,
6193.734,激アツ,
6194.039,良すぎ！,
6194.252,でかい,
6194.504,つよ,
6194.672,ナイスです…！,
6195.033,でかい,
6195.084,でっっっか,
6195.108,えぐw,
6195.222,つよ,
6195.627,人数有利よ,
6196.244,ないす,
6196.327,ないすー,
6196.448,落ち着いて,
6197.119,ナイス,
6198.001,いい仕事,
6198.575,つえ,
6198.651,でか,
6198.932,かるびが詰めてないだ、と,
6199.17,強すぎる,
6199.741,でっっっか,
6200.372,アドアド！！！,
6200.805,つっよ,
6200.92,頑張った！,
6200.955,ナイスー！,
6201.001,つよすぎ,
6201.024,3持ってくのえぐい,
6201.083,つよすぎ,
6201.161,つよw,
6201.925,最高だよ葛葉,
6202.555,すっげ！,
6202.68,つよ,
6202.97,のってんねぇ,
6203.159,うますぎ,
6203.256,仕事しすぎ,
6203.722,つよすぎだろいまの,
6204.517,最高,
6205.346,いけー,
6205.509,ごーごー！,
6210.77,水無瀬のドローン壊しないす,
6210.897,責任を果たしたね,
6213.175,いい仕事したよ！,
6214.318,ｗ,
6217.266,3枚潰したのでかいぞ,
6217.523,一瞬全員やるかと思ったわww,
6218.999,がんばれ！,
6219.844,ｗｗ,
6221.59,チームで勝ってるってとこ見せつけてこ,
6222.319,冷静でいいよ〜,
6224.029,かるびが待ってる…,
6224.146,ｗｗ,
6224.601,ちら,
6225.685,いま３枚持ってったのでかい,
6226.309,全然雑じゃない強い,
6228.608,かるびラジコンw,
6230.537,きた,
6230.641,手綱もいいね,
6230.753,手綱引いてるなww,
6232.893,かるびのリードw,
6233.496,えらいよ,
6234.339,ラジコン上手いよー,
6235.622,操縦してくぞ,
6236.801,かるびの扱いが上手く・・・,
6236.942,声優しいな,
6238.003,手綱,
6238.489,えらい,
6239.229,かるびごー！！！,
6240.35,えらいえらい！,
6240.681,手綱握ってんなぁ,
6240.99,えらいねぇ！！,
6241.328,かるび聞けててえらい,
6241.961,かるびのラジコン！,
6242.832,えらいぞかるび！！！,
6243.606,やさしい,
6244.749,いいぞかるび！,
6245.102,戦績お願いします、！,
6245.449,ほんとに飼い主してて草,
6245.571,かるびラジコンタイム,
6245.804,ラジコンうまい,
6245.905,でかい,
6247.909,1戦目アセント4-11負け2戦目バインド14-12勝ち相手ローレンチーム,
6251.319,ラジコンいいぞ〜,
6251.699,ないす,
6253.207,ナイス手綱,
6253.459,ないすかるびさあああん,
6253.504,ナイス！,
6253.793,ないすうううううううう,
6255.2,ナイス,
6255.419,ナイス！！,
6255.441,ナイス！,
6255.532,ないすぅ！,
6256.036,ないす！！！！,
6256.035,ないす！,
6256.16,ないすうううう,
6256.157,ないす！！,
6256.354,つよ,
6256.355,ナイス,
6257.103,ないす！！！,
6257.281,ナイス！！,
6257.415,ナイス！！,
6257.444,ないす！！,
6257.547,ナイスゥ！,
6257.722,ナイスー！！,
6257.897,左壁につけてる！,
6258.131,でかーい,
6258.218,ないすうう,
6258.195,ないすうう！！,
6258.239,ナイスー！！,
6258.352,ないすう！！,
6258.373,ナイスゥ！,
6258.414,ないす,
6258.444,ナイスゥ！,
6258.495,ナイス！,
6258.59,ナイスゥ！,
6258.631,デカすぎ！,
6258.827,ナイス！！,
6258.846,ないすう！,
6258.847,ナイスゥ！,
6259.07,ナイスゥ！,
6259.328,ナイス！,
6259.525,ナイスゥ！！！！,
6259.574,ナイス,
6259.779,ささったあああ,
6259.937,うおおおおおおおおお,
6260,ナイスゥ！,
6260.018,ナイスゥ！！！,
6260.121,ナイスゥ！,
6260.201,ないす！！,
6260.246,ナイスすぎ,
6260.272,ナイスゥ！！,
6260.32,ナイス,
6260.349,ナイス！,
6260.386,ナイスゥ！,
6260.413,いいよ～！,
6260.618,やったぁ！,
6260.623,ナイス！！！！,
6261.177,ないすう,
6261.434,ないす！！！！、,
6261.641,　ナイス,
6261.862,ナイス！,
6261.988,ないすううう,
6262.296,ないすうううう！！,
6262.409,ないすぅ,
6262.654,ナイス！,
6262.674,ないすううううう,
6262.842,ナイス…！,
6263.371,ナイス！！,
6263.645,選手最高,
6264.246,ナイスゥ！,
6264.297,かるび！！！！,
6264.295,くそうめぇやん！,
6264.569,選手！！！,
6265.879,ナイスコントロール！！,
6266.375,あつい,
6266.384,ナイス,
6266.476,ナイス～！,
6267.14,つよー,
6267.298,ないすー！,
6268.071,ないす,
6268.285,ナイスゥー,
6268.837,ハンドガン強いなあ,
6269.008,ないすないす！！,
6269.019,ナイス！,
6270.485,やっぱかるびのフィジ頼れるな,
6272.323,ないすー,
6272.345,特上格上げくるかこれ！！！！,
6272.437,よーーーーーし,
6272.56,選手ナイス！,
6273.665,ナイスだよー！！！！,
6273.811,ｶﾙﾋﾞｨ,
6274.03,っぱかるびよ,
6274.11,かるび姫うまい!,
6274.477,ナイス選手〜,
6274.974,かるび・・・いけるのか・・・？,
6275.205,みんなうち勝てる！,
6275.377,あらゆるナイスがあった,
6276.433,上手くリード持ててるねw,
6276.548,ないす！,
6277.149,調子出てきたんじゃなぁい？！,
6277.286,チームいいねぇ,
6277.775,毎回ピストル取れてるな,
6278.067,あちいち,
6278.427,最高！！空気おいしい,
6278.434,ないすー！,
6278.656,うますぎた！,
6279.159,ないす！,
6279.242,いいぞー！！,
6279.385,ナイスゥ,
6279.783,いいフィジ！,
6280.549,ナイスチーム！,
6280.912,ハンドガンとれてるよぉ！！,
6281.583,ナイス！ナイス！,
6281.729,連携力あがってきたな！,
6281.969,いけいけいけいけいけ！！！,
6282.24,チームめっちゃ強い,
6282.436,まだ、夢を見させてくれるのかい？,
6283.214,かるびえらい！,
6283.71,野良の人上手いな,
6283.917,ピカピカ,
6284.711,ナーイス,
6284.933,ナイスー！,
6285.233,ナイスチーム,
6285.484,みんな上手いよおお,
6285.469,選手強いよ！！！！,
6285.83,チム最高や,
6285.924,nc,
6286.023,！！！！,
6286.11,ごーごーよ！！,
6286.384,よーーーーーし,
6286.372,人数有利作れたのでかい,
6286.845,せーのっほんと可愛いなw,
6287.515,助かるびー,
6287.974,ハンドガン取れてるでかでか！！,
6288.043,まずは1本,
6288.499,今日ハンドガンずっと強い,
6288.803,リ、テイク,
6290.923,今日ピストル取れてるぞ~！,
6291.441,いいフィジや,
6291.475,うまーー,
6292.188,リーダーとのA守りあっつ,
6292.68,上カルビよ！,
6293.198,調子出てきたー！,
6293.314,慎重に！,
6293.442,早めに当たって相打ちしたらかるび操作できるのいいな,
6293.923,ピストルゲーミング継いでます,
6294.069,かるび選手強いぞ,
6294.679,Hii you all~,
6294.949,カスタムが生きてる,
6295.044,特上かるびいっちょう！！,
6295.581,がんばれー,
6295.688,100か0の女,
6296.194,ハンドガン取れるようになったのでかいよ！,
6296.675,幸先いいねぇ,
6296.702,今日ハンドガンめっちゃとれてるな,
6297.363,革命起こせええええええ！！！,
6297.575,空気うますぎ,
6297.661,ピストルナイス〜！,
6297.965,蜻蛉軍団WIN！,
6298.586,ロレはある,
6298.683,はんどがんえらーい！,
6300.241,この相手毎回ハンドガンはとれるか,
6300.439,フィジでも負けてねえ,
6300.464,何気にどのラウンドもピストル取れてる気がするな,
6300.499,めちゃいい関係性になってる,
6301.973,いけーいけーいけーいけー,
6302.085,ラジコンうますぎない？かるび選手かなり声が聞こえてる,
6303.186,ロレ,
6303.383,がんばれ！！,
6305.607,いろよんえすさんね,
6305.754,ローソンいろはすさん,
6306.147,色4s,
6309.586,GO,
6309.714,葛葉なら勝てるよ,
6310.069,ろ、れ,
6311.474,いろよんえすさん,
6312.153,最協って感じ,
6312.333,フィジ負けしてないのは自信になるな,
6312.483,声出てるねえ,
6312.675,あそこでしっかり3もってったのさすが,
6313.345,がんばれ！,
6313.728,4sさんね,
6315.182,ir4Sね,
6316.153,こええ,
6318.585,お前すげえよ,
6320.192,やっぱ楽しい時みんなの調子が一番いいね,
6320.659,水無瀬さんも調子出てきてるね,
6320.665,今1-1？,
6320.918,ん,
6322.127,バインドどうでしたか？,
6327.743,かるびが｢いる？｣って聞いてるよぉ;;,
6332.991,いいぞー,
6334.856,1戦目アセント4-11負け2戦目バインド14-12勝ち相手ローレンチーム,
6334.971,ﾋﾞｰﾋﾞｰ,
6337.807,使ってなくてえらい,
6338.325,ここに一戦取れたのも自信になっていいね,
6344.995,かるびの調子はほんとわからんw,
6347.004,1L1W,
6348.065,えらい,
6348.315,蜻蛉軍団はこうでないと！,
6348.326,バインド、ヨルで勝利,
6349.595,今1-1 バインド勝った,
6350.559,入ってないのにそのコールなのかよw,
6351.073,いけるよー！,
6357.436,かるびBに吸い込まれそうで笑う,
6358.018,息するの忘れてたw,
6359.73,全力で綱持ってる,
6361.267,がんばれ～！,
6362.287,確実に昨日より声出てる,
6364.962,がんばれ！,
6365.494,がんばれ！,
6365.659,ラーク狩りたいね,
6369.208,がんばー！！,
6369.82,かるびも頑張ってます,
6372.146,がんばれ！,
6373.392,なんか昨日よりコールの質上がってる？,
6375.564,わぁAだ,
6379.467,2人,
6381.248,ちゃんと時間見てやってるｗ,
6382.554,ないす！,
6395.623,なぁいす！,
6395.967,ないす！,
6397.096,ナイスゥ！,
6397.488,ナイス,
6397.739,BRAZILLLLL,
6397.977,ないすううう,
6398.102,ないす！！,
6398.347,ナイスゥ,
6399.307,ないす,
6399.907,ナイスゥ,
6399.938,ないす！,
6400.462,ないす！,
6401.29,ナイス,
6401.34,ないす,
6402.368,ナイス,
6403.008,ないす！,
6403.438,ナイスゥ！,
6403.757,ナイス！,
6404.661,ナイス,
6405.834,ナイス！,
6406.357,つよ！,
6407.168,いいよ,
6408.121,なああああああいす,
6408.157,ないす,
6408.902,ナイス,
6408.905,ないす,
6408.96,ナイスゥ,
6409.05,ないす！,
6409.201,うまい！！,
6409.23,ナイス,
6409.222,ナイス,
6409.28,ないす,
6409.347,ないす！！,
6409.386,ないすうう,
6409.451,うおおお,
6409.599,ナイス,
6409.607,ナイスゥ！,
6409.736,ナイス,
6410.02,ナイス！,
6410.291,ナイスゥ,
6410.281,ナイスゥ,
6410.418,ナイスゥ！,
6410.412,ナイス！！,
6410.506,ナイスゥ！,
6410.522,ナイス,
6410.523,ないすう！,
6410.556,ナイス,
6410.561,なーいす,
6411.182,ないすぅ！,
6411.245,ナイスゥー,
6411.474,ないす！,
6411.814,ないすぅ！,
6411.865,ナイスゥ！,
6411.853,ないすないすないす,
6411.949,ないす！！！,
6411.991,ナイスゥ,
6412.064,ナイスー！！！,
6412.16,ナイスー！,
6412.388,なーいす！！,
6412.38,ナイス,
6412.509,ナイス！,
6412.562,ナーイス,
6412.598,ナイス！,
6413.194,ナイス,
6413.209,ナイスゥ,
6413.319,ナイス！,
6413.31,ないす！！！,
6413.483,ナイス,
6413.807,ナイスゥ！,
6413.837,niceeee,
6413.84,ナイスゥ！,
6413.913,めちゃいい,
6414.077,ナイス～！！,
6414.133,ナイス！！！,
6414.173,ないす！！,
6414.35,ナイスー,
6414.43,ないすぅ,
6416.184,いいやんん,
6417.294,ナイスゥ！,
6417.455,ナイス！,
6417.534,ナイスー！！！,
6417.629,おもれえええ,
6417.763,ナイスーーーーーーーー,
6418.361,ないす！,
6418.418,ナイスううう,
6418.683,ナイスゥ,
6419.392,いいね！いいね！！,
6419.864,ナイス！,
6420.247,いいね,
6421.236,ナイスゥ！,
6421.449,声も出てていいね,
6422.42,いいー！,
6422.765,ないす！,
6423.641,ないす！！,
6423.878,いいよ～～,
6424.004,やれてるよー！,
6424.392,いいねぇ！,
6424.47,ナイス！,
6425.358,ナイスゥ！！！！！,
6425.366,うまっ,
6425.757,かるびあったけえ,
6426.129,早い早い早い早い,
6428.928,かるびいいぞ~！,
6429.365,ナイスゥ！！,
6429.4,強い強いチームで取れてるよラウンド,
6429.415,ナイスー,
6429.693,てぃむつよいよー！,
6430.431,ブリーチ良い！！,
6431.79,かるび良くなってる,
6432.006,みんな強いよー!!,
6431.966,いいじゃいいじゃ！,
6432.345,判断が早い！！,
6432.48,まじで空気美味すぎ,
6432.997,かるび姫えらい,
6433.287,がんばれ～！,
6433.536,かるび姫安定したー！,
6433.996,チームいいね,
6434.281,選手凄くいい！,
6434.377,判断早くていいね,
6434.41,ほんとリテイクうまいねえ,
6435.54,ナイスコール,
6435.944,かるび良いフラッシュ入れるな,
6436.054,いいねぇ！,
6436.376,か、かるび！,
6436.394,このスピード感強いねぇ,
6436.852,かるびすごいいいよ！,
6437.431,流れ完全にこっちだね！！！,
6437.775,ここだけ守り強すぎ,
6437.939,葛葉のコール刺さってるね,
6438.561,カルビが集中して丁寧にやってるのがわかる凄い！,
6438.606,ヘイヴンの守りで勝ててるぞ～！,
6439.661,かるびマジで偉い,
6440.013,このまま突き放そう,
6440.659,選手いいぞ！,
6440.936,かるびいいぞ,
6441.029,ちゃんと有利を取って動けてるのいいなぁ,
6441.372,いいじょー！！！,
6441.575,かるびーーー！！,
6441.846,かるびえらい,
6441.947,声聞きやすい,
6442.086,カルビいい感じ,
6442.115,空気美味い,
6442.178,空気いいよ,
6443.871,行っていいのｗ,
6444.158,アツす,
6446.001,頑張れ〜！,
6446.321,歯茎歯茎,
6447.054,カルビのフラッシュ入れるよ！が嬉しい過ぎる,
6447.53,がんばれ！！,
6447.832,声かけめっちゃ良くなってるな,
6448.528,ｗｗ,
6450.255,最高だ,
6450.406,いろいろやってこうw,
6451.335,ｗｗｗｗ,
6452.415,w,
6453.25,素晴らしいな,
6453.67,久しぶりに,
6454.318,草,
6454.475,ｗ,
6455.514,草,
6455.988,素晴らしいｗｗ,
6456.858,w,
6459.205,今のかるびのスタンかｗｗｗｗ,
6459.621,こんばんは～,
6459.702,itsumono ne,
6459.749,草,
6459.991,あちちあちち,
6461.439,なんだいまのw,
6462.002,まじで葛葉IGL水無瀬さんサポートめちゃくちゃいい,
6462.626,コールもスキルも良かった,
6463.972,葛葉おちつけ,
6465.447,まあまあw,
6466.027,すごいスピード,
6466.509,すばらしｗ,
6470.213,つええ,
6470.434,オフアングルえっぐ,
6470.678,つんよ,
6472.462,ないけず,
6473.327,ナイスゥ！！,
6473.537,4sつえーな,
6475.436,マジでイカれたスタン出てて草,
6475.631,くっそ,
6476.108,つっよ,
6477.628,つっよw,
6478.028,どま,
6478.364,つえ,
6478.58,nt,
6479.4,つよいねえ,
6479.579,nt,
6479.586,ロレつええ,
6479.898,ばっｗ,
6480.421,うあああｗ,
6480.882,nt,
6480.968,どまどま！！,
6480.988,nt,
6481.167,ロレつよ,
6481.266,nt,
6481.297,ないとら,
6481.409,出禁で,
6481.517,ロレさすがか,
6481.547,どまw,
6481.605,ないとら！,
6481.721,ロレつよ,
6481.812,強い,
6481.858,おっけーおっけー,
6482.108,nt,
6482.233,nt,
6482.33,nt,
6482.566,nt,
6483.174,今のはドンマイ,
6483.374,ないとら,
6483.638,つよw,
6483.881,ないとら,
6484.014,nt,
6484.448,ろれー,
6484.457,つええｗｗ,
6484.487,つええよｗ,
6484.591,nt,
6484.933,ローソンうま,
6484.876,つんよ！,
6485.161,ちょっとつよすぎる,
6485.221,おしい,
6485.318,nt,
6486.461,つんよ,
6486.556,nt,
6486.592,これは4s,
6486.633,どんまいどんまい！！,
6487.841,ナイエコ,
6488.568,どま,
6488.54,nt,
6488.749,つっよw,
6488.783,さすがに強い,
6489.801,どまどま！！！,
6489.884,動きはいいよいいよ,
6489.928,nt,
6490.371,nt,
6490.876,どま,
6491.021,しゃあない,
6491.131,やはり強いなw,
6492.151,チルチル,
6492.485,ntnt,
6493.448,いまのはしゃーない,
6493.719,あれは気にすんな,
6494.164,さすがにロレか,
6494.298,エコではある,
6494.409,4sつえ,
6494.54,がんばれーい！！,
6494.989,ろれはしゃーない,
6495.03,さすがに背負ってる,
6495.716,撃つタイミングどうやって計ってるんだｗ,
6496.135,一旦さすろれ,
6496.524,nt,
6496.972,nt,
6497.817,がんばれ！,
6498.075,流石に強い,
6498.34,nt,
6498.49,スキル欲しかったな,
6498.524,がんばれー,
6499.225,あの男…,
6499.268,nt,
6499.414,全然いいよいいよ！,
6500.247,さすがだった,
6500.495,今のは強すぎ,
6500.894,がんばれー！,
6501.822,エコなので,
6501.963,がんばれ！！,
6502.066,屈しない！前進！,
6502.203,がんばれ！,
6502.877,まぁわかってたことだ,
6502.945,さすがに強いね〜,
6503.523,さすがにつよい,
6503.906,っぱ出禁か,
6504.115,まあこっからよ,
6504.199,民田で勝てる！,
6505.488,ろれじゃなかったら刺さってた,
6506.359,フラッシュあればわからなかったかも？,
6506.666,流れ取り返そう,
6506.785,大丈夫！,
6507.159,いろさんね〜,
6507.834,これでこそロレ,
6508.85,まあエコ,
6509.424,キモすぎぃぃい,
6510.268,iro4sさん,
6510.796,まあアイツより強いやついないし！,
6512.115,1人に潰されるのはしょうがない,
6512.81,4sさん強すぎた,
6512.815,4sはしゃーない,
6512.881,ゴーゴー！,
6515.102,流石に背負う漢,
6515.874,さすがにロレ,
6516.337,がんばれー,
6517.098,あ,
6518.288,私も詰めた方がよかったんだーとか珍しい,
6518.364,ふぁいてぃん！！,
6518.811,がんばれ,
6519.875,全然良いよ！頑張れ！,
6520.591,いいぞー！,
6521.772,通るまで擦って来んかなぁ,
6526.554,がんばれ！,
6527.338,前の試合はどやった？,
6528.401,チームで勝と,
6529.056,Japanese or Chinese?,
6533.746,ロレが力づくで流れ取りに来たな,
6538.195,定期報告ありがとうございます！,
6542.075,がんばれ,
6542.085,かるび！！,
6545.024,ナイスワン,
6545.148,ないすクリアリング,
6545.342,apexも最強だったしバロでも最強なのか…,
6545.41,ナイスワン,
6546.376,バインド14-12で勝ち,
6546.688,選手いいぞ～,
6547.587,ううううう,
6548.048,勝ったよん,
6548.346,JP!,
6549.611,いたー,
6550.444,えら,
6552.184,どまです,
6552.361,うお,
6553.894,めっちゃ引いてるな,
6554.091,わあｗ,
6554.422,いたー,
6556.23,わっ,
6556.526,どま,
6557.332,ABOw,
6557.733,どま,
6558.632,どま,
6558.898,まじか,
6559.501,わ,
6559.758,どまどま,
6559.878,どま,
