時間,コメント,
12309.17,あかりんのとこはべにのとこに3-0やね,
12309.88,明日この勢いでジャイキリ見てえ,
12310.46,うっ…春のV最の記憶が…,
12311.67,こっちはマザーさんのとこと当たってないしな,
12311.74,こーれジャンプです,
12312.67,亜城木夢叶ｗｗ,
12313.38,草,
12314.54,ww,
12314.89,バクマンw,
12315.18,草,
12315.54,マジで溶けてるなあｗ,
12315.94,なつい,
12316.06,お酒飲んだ？,
12316.49,草,
12317.05,書く方なのねw,
12317.11,草,
12317.23,なつかしー,
12317.57,バクマン…,
12318.18,本番はBO1だから何が起こってもおかしくない,
12318.58,ｗｗ,
12318.85,ww,
12318.86,草,
12319.09,草,
12319.81,デュフフ,
12319.89,オタクくんｗｗｗ,
12319.95,ヲタク君さぁ,
12320.02,草,
12320.06,草,
12320.15,草,
12320.25,まあローレンとこに勝てるならどこにも勝てると思う,
12320.5,ｗｗ,
12320.82,オタクくんきた,
12321.21,草,
12321.57,オタク出てきた,
12321.65,ラプラスの声鳥肌たつわ,
12322.11,ｗｗ,
12322.82,草,
12323,ｗｗｗｗ,
12323.03,バクマンいつだよ,
12324.24,オタクww,
12324.58,んふふふw,
12324.85,ww,
12325,オタクくんでちゃってるw,
12325.29,草,
12325.51,草,
12325.68,さすがだわ,
12325.94,草,
12325.91,草,
12326.14,草,
12326.21,ちよつと,
12326.56,あかりんところ座学ガチガチなんだよね,
12326.64,デュフフ,
12326.71,草,
12326.94,ｗｗｗ,
12327.59,オタクくんさぁ,
12327.68,草,
12328.47,ﾊﾞﾊﾞﾊﾞﾊﾞｸﾏﾝ,
12328.48,草,
12330.57,ド葛で新妻エイジネタ無視されてたな,
12330.57,ラプちゃん漫画詳しいよねw,
12330.65,草,
12330.69,わかりてw,
12330.83,オタクくんｗ,
12330.99,草,
12331.22,草,
12331.23,草,
12331.68,ww,
12331.7,オタクくんこわ,
12332.79,草,
12332.79,物騒だなww,
12332.95,草,
12333.14,コーチをｗ,
12333.41,草,
12333.43,下馬表はまず覆ったか,
12333.57,オタクｗｗｗ,
12334.01,草,
12334.09,ｸｲｯ,
12334.65,オタク君さぁ,
12336.2,そうだよw,
12336.33,草,
12336.86,草,
12336.87,オタクくん,
12337.28,バクマンネタ今日二回目じゃねえか,
12338.13,やしきずインストール,
12338.2,くさ,
12338.3,ヲタク君,
12339.59,デュフフ,
12339.75,オタクくんさぁ,
12339.75,ww,
12340.26,ラプ様と葛葉漫画ネタ会話いいなぁ,
12340.68,それであってますｗｗ,
12340.92,草,
12341.07,草,
12341.66,正解だよ,
12342.26,集まったww,
12342.43,草,
12342.58,本質かも,
12344.04,嫌いなコーチを一人消す権利をｗ,
12344.46,草,
12344.68,w,
12344.67,ww,
12344.76,草,
12344.88,オタクくんww,
12344.93,いや草……,
12345.78,煽りみてぇ,
12345.88,褒めてくれた,
12345.88,嬉しくはないか,
12347.47,コーチが消されるの草,
12348.98,今日、ド葛で新妻やってたね、葛葉,
12349.83,1位になって好きなコーチを消す権利を貰おう,
12351.11,好きなコーチ一人終わらせるか,
12352.18,ww,
12352.61,スクリム当たってないとこが１位なのか,
12354.37,草,
12354.79,オタク君ｗ,
12355.01,w,
12356.39,草,
12357.66,みんなオタクだよ,
12358.92,ラプ様意外とオタクなんですねｗ,
12358.94,ｳﾋｮｯ,
12360.36,オタク君のことやしきずっていうな,
12360.67,オタクってことにされたｗｗ,
12361.93,話の広げ方気まずすぎるだろ,
12362.17,お疲れ様ー！！,
12362.42,お疲れ様でした！！,
12362.41,草,
12362.74,お疲れ様でした〜！！,
12362.8,お疲れ様でした〜,
12363.9,お疲れ様でした！,
12364.55,お疲れ様でした！,
12365.96,がんばれえ,
12369.14,ちょっと滑ったな,
12369.5,お疲れ様でした,
12370.52,るんるん,
12370.83,お疲れ様〜〜,
12370.79,お疲れ様でした,
12371.61,お疲れ様でした！,
12371.75,るんるんで,
12371.98,お疲れ様でした,
12372.43,るんるんでな,
12372.48,かっるw,
12373.78,まじで自信大事やぞ,
12374.03,お疲れ様でしたー！,
12374.37,エイジっさん,
12374.41,おつー,
12374.8,お疲れさまでした,
12374.88,お疲れ様でした！,
12374.9,ルンルンで頑張れ！,
12374.97,お疲れ様でした〜！,
12375.06,お疲れ様,
12375.69,お疲れ様でした〜！,
12375.74,お疲れ様でした！,
12376.32,お疲れ様でしたー,
12376.32,るんるんでいこうね　おつ,
12376.43,お疲れ様でした〜,
12376.65,お疲れ様でした！,
12376.99,おつかれさまでした！,
12377.09,ありがとうございましたーー,
12377.19,お疲れ様でした！,
12377.27,お疲れ様,
12377.34,明日も楽しんで頑張ってね〜,
12377.65,お疲れ様でした,
12377.8,お疲れ様でしたー！,
12377.82,お疲れ様でした！！,
12377.82,お疲れ様でした！,
12377.92,お疲れ様でした,
12378.13,お疲れ様でした〜,
12378.16,お疲れさまでした〜,
12378.56,お疲れ様でしたー！,
12378.58,お疲れ様,
12379.44,可愛いな,
12379.99,お疲れ様でした〜,
12379.98,お疲れさまでした,
12380.25,ばいばーい,
12380.4,お疲れ様でした,
12380.63,お疲れ様でしたー！,
12380.61,お疲れ様でしたー！,
12380.63,お疲れ様でした。,
12380.69,お疲れ様でした～！！！,
12381.03,お疲れ様でした〜,
12381.04,自信もって明日も頑張ってくれー！！！,
12381.11,明日もがんばれ〜！お疲れ様でした〜,
12381.27,お疲れ様でした！,
12381.66,おつかれさまー！,
12381.78,お疲れ様でした！,
12381.96,ばいばーい,
12382,お疲れ様でした,
12382.08,お疲れ様でした～！！,
12382.7,ばいばーい,
12382.75,かわいいお別れの仕方w,
12383.54,お疲れさまでした〜！,
12383.75,おつ~,
12383.86,お疲れ様〜,
12384.63,ギャルいな,
12385.41,お疲れ様でした～！,
12385.47,お疲れ様でしたー,
12386.21,お疲れ様でした〜！,
12386.88,お疲れ様でした！！,
12387.05,お疲れ様ー,
12387.41,お疲れ様でした！,
12387.74,お疲れ様でした！,
12388.05,お疲れ様でした！,
12388.07,おつー,
12388.24,お疲れ様でした！,
12388.26,お疲れ様でした〜,
12388.37,お疲れ様でした〜,
12388.39,お疲れ様～,
12389.65,お疲れ様〜！,
12389.67,お疲れ様でした,
12390.21,お疲れ様でしたー！,
12390.92,せやな,
12391.29,しようよって,
12391.48,お疲れ様でしたー！,
12391.74,お疲れ様ですー,
12391.87,お疲れ様ー！！,
12391.95,応援してるよ！,
12392.06,お疲れ様でした！,
12392.16,えｗ,
12392.22,お疲れ様でしたー！,
12392.5,お疲れ様でした~！,
12393.23,優勝しよっか…,
12393.79,草,
12394.62,あれ？ｗ,
12394.77,おや,
12394.93,お疲れ様でした〜！,
12395.43,お疲れ様でした,
12395.59,お疲れ様でした〜,
12395.65,あれ？,
12395.74,本番がんばれ〜！！,
12397.43,え？w,
12397.59,ｗｗ,
12397.72,帰ってきたｗｗ,
12397.93,草,
12398.02,ww,
12398.66,ん？,
12399.46,あw,
12399.72,かわいいｗ,
12399.89,ww,
12399.91,お疲れ様でした！,
12400.13,かわいいw,
12400.3,え？,
12400.41,お疲れ様でした！,
12400.59,お疲れ様ですーー,
12401.32,バイバ,
12402.04,お疲れ様でした,
12402.06,かわいすぎ,
12402.14,おつかれさま!!,
12402.34,戻ってきたw,
12402.52,お疲れ様でしたー！,
12402.65,お疲れ様でしたー,
12403.46,え？,
12404.22,フェイカーと一緒に優勝しよう,
12404.2,KAWAIIII,
12404.28,お疲れ様！！,
12404.8,お疲れ様でした！,
12405.05,応援するぜ,
12405.2,お疲れ様でした！,
12405.5,可愛いかよ,
12405.86,草,
12406.36,お疲れ様でした,
12406.37,お疲れ様でした〜,
12407.95,お疲れ様でした〜！,
12408.01,ロレに勝った(^-^)V,
12408.24,いけっぞ！,
12408.64,勝てたね！！！！,
12409.58,葛葉が爆発したら手つけられんぞ,
12409.92,お疲れ様でした〜,
12410.03,よかったよー,
12410.15,お疲れ様だよ,
12410.32,お疲れ様でしたー,
12410.4,お疲れ様でした！,
12410.53,草,
12410.61,お疲れ様でした！,
12410.66,お疲れ様でした〜！,
12410.76,おつかれさましたー,
12411.07,つえーよ！！,
12411.26,うおおおおおおおおお,
12411.35,お疲れ様でした,
12411.44,お疲れ様,
12411.69,お疲れ様でした〜！,
12411.89,今日めっちゃ良かった,
12412.17,お疲れ様でした！明日がんばれー！,
12412.65,強いよ～,
12412.82,良かったね！！,
12412.95,本当に見てて楽しいチーム,
12413.06,めっちゃ良かった,
12413.77,いやまじでつよいよ？,
12414.06,んね～,
12414.23,自信になったね～！,
12414.81,チーム強～！,
12415.03,ないすてぃむ～,
12415.18,お疲れ様でした！,
12415.2,いいねえ,
12415.72,てぃーむ強い！,
12415.7,最高だよ！！,
12416.16,調子よかったね,
12416.09,ティム最高だよ,
12416.21,お疲れ様でした,
12416.28,お疲れ様でした！,
12416.31,今日勝てたのはめっちゃいい成功体験だったな,
12416.39,最強だぞ,
12416.46,最高だった,
12416.51,仕上がったな,
12418.25,葛葉もコールナイスでした,
12418.92,強いのはお前じゃい,
12419.68,ガチで強いわー！,
12420.22,明日がめっちゃ楽しみ,
12420.37,お疲れ様でした！,
12420.65,チムつよーい,
12420.65,強いね！,
12422.09,チーム完成したね！,
12422.3,めちゃ強かったね！,
12422.94,下馬評なんて関係ねえんだ,
12423.2,強いぞー！,
12423.49,チーム強かった〜！,
12423.65,まじで良い,
12423.68,全員が全員救ってたわ,
12423.72,チーム強い！,
12423.73,すげかった！！！！！,
12424.31,チーム良かったな,
12424.33,お疲れ様でした,
12425.21,最高や！,
12425.47,お疲れ様です！！！,
12425.94,お疲れ様でした！,
12425.97,葛葉が無理しなくても強かったな,
12426.06,ほんと強かったよ,
12426.21,声だしナイスだったぞ！,
12426.26,つよかったな,
12427.54,お疲れ様でした！！,
12427.58,あの瞬間みんな顔上げたぞ,
12427.91,葛葉さんめっちゃよかったよ,
12428.26,成長が右肩上がり,
12428.45,お疲れさま,
12428.54,葛葉のIGLでしょ！！,
12429.02,葛葉のコールガチでかっこよかったぞ,
12430.12,てぃむ強い！,
12430.36,葛葉コールが良かった気がする,
12430.4,つよつよだ,
12430.99,ヨル良かった,
12431.07,最協だから,
12432.03,今日はチームに助けられたね,
12432.25,ナイスチームよ,
12432.61,ナイスティム！,
12433.09,Crosshair Plz,
12433.27,前日にいい感じすぎる,
12433.77,葛葉のコールにチームこたえてくれたね,
12434.08,葛葉のコールもまじで良かった,
12434.21,でも葛葉は流石に外しすぎかな…,
12434.75,最協は出来上がってる！明日は最強になろう！#TBGWIN,
12435.19,今日はチームに助けられたね,
12435.08,ラプ様めっちゃ落ち着いてて強かったな〜,
12435.54,ナイスチーム,
12435.79,葛葉のコールも良かったよ,
12435.89,正直コールだと思う,
12435.86,コール最高,
12436.05,普通に強いな,
12436.13,決戦は今日よ,
12436.3,コールだと思う！,
12436.82,こちらもニンマリですよ,
12437.03,凄かった,
12437.07,iglも良かった,
12437.12,ヨルはコーチ発信？,
12437.11,ラプ様のフィジと即決かな,
12437.23,IGLめちゃくちゃ良かったよ,
12437.33,葛葉さんIGLサブ水無瀬さん結構刺さってた,
12437.33,最終日で仕上げられてそうで良かった,
12437.75,NICEティムでした,
12438.73,強いね〜,
12439.38,ヨルが表舞台に立てた,
12439.4,コール良かった,
12439.47,早めの動きだと思う,
12439.48,みんなめっちゃ強かったよ！！,
12439.6,今日2勝出来たのチームの自信になりますね,
12439.82,葛葉のコール良かったよ,
12439.91,まじ神コールや,
12440.38,ヨル大活躍だったね！,
12441.17,ヨルはかなり効いたかもね,
12441.28,てぃむ強すぎ,
12441.49,大活躍だったぞ,
12441.81,やりきる意識じゃないのか？,
12442.27,コールよかった！,
12442.36,試合中の声出しほんとでかいと思うよ,
12442.92,意思統一が強いんかな,
12443.08,葛葉のコールかなり良かった,
12443.33,ナイスコール！,
12443.47,今日チームで強かった,
12443.5,デカい声出しじゃん？,
12443.7,強かったね！,
12443.71,コールが良かったぞ,
12444.05,んなわけねーだろ,
12444.38,コールめっちゃよかった,
12444.44,両立はむずいよ,
12446.02,チームで勝てるのがええ,
12446.41,んな事ねーよ,
12446.87,このチームちゃんと強い,
12447.25,葛葉もチームも最高だった！,
12448.12,IGL良かった,
12448.11,声が出てて良かったよ,
12448.53,葛葉コール良いよ,
12449.15,明日1試合目どこなの？,
12449.28,葛葉が声出すことで水瀬くんの負担が減ってチームの戸惑いも減った感じかな,
12450.66,ちゃんとキル取ってたぞ,
12450.86,いいチームだ,
12451.04,その分頭脳だから,
12451.36,葛葉が声出してるとき、チームの士気アリエンほど上がってる,
12451.59,コールめちゃくちゃ良かったぞ,
12451.79,傍から見てるとやることが明確か否かって感じした！すごいよかった,
12451.79,葛葉のコールが良いのとチームがカバーしてくれる 強い,
12451.89,IGLで貢献してた。,
12452.01,葛葉のIGLよかったぞ！！,
12452.14,チミィのIGLが必要だった,
12452.52,参加者みんなつえーのよ,
12453.85,けどそれでも勝ててるのデカくない？,
12453.95,声と頭脳が光ったんよ,
12455.01,コールはでかい,
12454.99,おい！お前のコール最強だったぞ,
12455.03,初日の勝ちと意味合いが違う気がした,
12455.1,かなりかき乱せてたんかな,
12455.17,コール良かったよー！,
12455.34,ここに葛葉の真のエイムが加わったらマジで優勝ある,
12455.76,葛葉の声が出てからじゃない,
12456.1,やりたいことちゃんとできてたと思う,
12456.29,コール最高でした！！,
12456.52,それでも勝ったんだから気楽に行けるね！！,
12456.56,背負ってる者があるのね,
12457.7,コール頑張ったからね,
12457.94,コールがよかった,
12458.01,ヨルあつすぎた,
12458.09,葛葉も強い！！,
12458.15,コールよかったよ！,
12458.48,途中からコール良かったと思いました！,
12458.66,IGLめっちゃ良かったで,
12459.88,それでも勝てたからってことじゃない？,
12460.31,ヨルかっこよかったぞ,
12460.3,その分他メンバーにバフかかってた,
12460.38,何いってるの…葛葉さんのIGLが輝いてたよ！！,
12460.46,逆に明日勝てるってことや,
12461.6,葛葉のコールマジで良かったよ,
12461.58,いや普通に強かったぞ,
12461.7,コールがめちゃ良い,
12461.75,ナイスコールでした,
12461.8,葛葉さんのコールすごく良かったです,
12462.35,コールでやばいくらい貢献してたじゃん,
12462.39,IGLめっちゃよかった,
12462.51,コールいいや,
12462.73,勝ったのがでけぇんすよ,
12462.89,ラプ様大キャリーしてた,
12462.86,ゆうてフラグ上位いた気がする葛葉,
