時間,コメント
20952.539,うま
20952.626,ナイス！！
20957.712,うっま
20958.896,どま
20961.519,がんばれ
20962.466,ぜんぶやる
20963.273,ナイス！
20965.237,草
20965.369,じゃす…！！
20965.651,まだじゃすがいる
20968.822,ゆさぶるなー
20970.314,いったりきたり
20970.506,がんばれ
20974.097,じゃっさんたのむ！！
20976.19,だっさｗ
20976.926,がんばれ…！！
20976.937,草
20976.996,いる
20977.017,ｗｗ
20977.579,草
20978.286,草
20978.64,じゃっさん！！
20978.748,ww
20978.864,草
20979.16,いたw
20979.181,草
20979.785,草
20979.76,草
20979.984,草
20980.031,草
20980.312,？？？
20980.326,草
20980.39,ふふw
20980.431,ww
20980.513,草
20980.675,草
20980.712,草
20980.717,ｗ
20980.746,草
20980.972,草
20981.029,草
20981.112,草
20981.291,草
20981.306,草
20981.348,草
20981.455,草
20981.512,草
20981.536,w
20981.838,草
20981.844,草
20982.042,だっさww
20982.21,両方いて草
20982.359,草
20982.661,いるやんw
20982.72,どまw
20982.836,草
20983.315,草
20983.676,草
20983.864,草
20983.926,草
20984.428,あw
20985.157,草
20985.695,全員いたｗ
20986.67,草
20987.172,じゃす〜？
20987.822,いるｗ
20987.923,草
20989.792,草
20990.236,ww
20990.677,バレバレｗ
20991.13,ｷｮﾛｷｮﾛ
20992.394,草
20992.489,草
20992.562,いるんだよねｗ
20993.276,これもクリップしよう
20994.137,ありゃw
20994.202,草
20994.627,草
20994.886,どまww
20996.12,草
20996.256,どまｗｗ
20996.301,じゃす〜？
20996.731,これびびってんなぁ？居ないんだろどうせ　\ﾊﾞﾝ!/
20996.861,草
20997.269,えークリップですねｗ
20998.592,草
20998.858,いたわ
20998.948,風通しがいい～；；
20999.024,一人一つ伝説作るじゃん
20999.087,草
21000.363,がんばれ！！ｗ
21000.719,がんばれー！！
21000.838,じゃす〜？
21001.168,いるんだよねえ
21002.38,nt
21002.885,てってれ〜w
21006.928,あ〜
21012.513,がんばれ！！
21012.615,???「こっちじゃすぱー」
21017.698,がんばれー！
21018.324,頑張れ〜
21018.696,メンタルケアー
21019.685,GO
21019.738,クリップ狙いええて
21020.616,お
21022.875,ナイス
21023.351,チェンさんいるんでしょｗ
21025.697,つよ
21025.885,ナイスワン！
21025.93,じゃすエグいなぁ
21027.072,え？？
21027.877,ナイスワン
21028.383,返上してない？
21030.594,Bこわ
21030.681,ジャスほんと強いな
21032.016,強すぎるなw
21032.601,yaa
21032.903,れちご
21034.831,ナイスゥー
21036.919,ナイスゥ
21047.435,がんばれ
21047.532,猫ついてる
21050.821,ガーディアンなんだよね
21055.63,わぁ
21058.306,ww
21058.378,あｗ
21060.584,おしいなw
21063.714,ナイスゥ
21063.868,ジャス、コミュニティ大会ではブイブイいわせる
21064.25,草
21065.793,ww
21066.72,草
21067.101,まぶちw
21068.412,ナイス！！
21068.473,ナイス
21068.753,ナイス
21069.987,ナイスゥ！
21070.426,ナイス！
21070.911,ナイス
21071.103,ナイス
21071.31,ナイスゥ
21071.548,ないすぅ！
21071.707,草
21071.884,ないす！
21072.018,ナイス
21072.018,ナイス
21072.671,え？ないすすぎん？w
21074.953,ナイスゥー！
21075.346,ナイスゥ！
21075.389,ないす
21075.472,ナイス
21075.633,ないす
21075.977,ナイス
21076.303,草
21076.47,草
21076.816,ないす！
21077.61,ないす！
21078.103,あるぞ！
21078.115,草
21078.255,顔面ぴかぴかでわろた
21080.15,ナイス
21081.726,おしい
21082.551,nt
21082.813,nt
21083.331,おっしい
21083.659,おしいいい
21083.969,おしい
21084.534,惜しいい！！！
21084.579,おしい
21084.584,おしい
21084.701,惜しいぃ
21084.768,おしい
21084.8,おしいいいい
21084.865,おしいいいいい
21084.885,おしいい
21085.073,おしい！
21085.795,おしいnt
21085.906,おしい
21086.175,nt
21086.302,nt
21086.311,おしい
21086.467,おしーーーー
21086.583,おしいいい
21086.677,おしいい
21086.727,おしい～！
21086.891,おっしい
21086.932,おしいいいnt
21086.995,nt
21086.996,おしい
21087.088,おし
21087.117,おしいnt
21087.234,nf
21087.428,おしい
21087.44,おっしいいい
21087.499,おしい
21087.648,nt
21087.708,nt
21087.721,エイムは切れてる
21087.914,nt！
21087.989,惜しい！
21088.336,惜しい
21088.344,おっし
21088.453,おしーーー
21088.464,おしいいい
21088.518,おしい！
21088.715,おしい
21088.944,おしい
21089.161,おしい
21089.169,おしい
21089.421,おしい！
21089.645,頭には入ってた
21089.757,削ったよ～
21089.873,おしいいい
21090.247,おしい
21090.277,おしい
21090.717,おしい！
21090.753,おしいー！！
21091.148,おしいい
21091.446,おしいい
21091.614,おっしぃ
21091.986,おしい
21092.038,どまおしい
21092.171,ないエコ
21092.232,じゅうぶん
21093.273,ないえこ
21093.788,nt
21093.867,おしいい
21094.384,おしいぃぃー
21094.486,おしいいい
21095.152,おしい！
21095.193,おしい！
21095.853,nf
21096.039,nt
21096.12,おしいい
21096.469,おしぃ～！！
21096.609,ないエコだ
21097.058,おしいー！！
21097.18,おしい
21097.225,おしー！
21097.263,nt
21097.679,ないけずないけず！
21098.255,こっからや！
21098.489,nt
21098.504,nt
21098.65,ないエコ
21098.9,nt
21099.786,おしー！
21100.352,ナイエコ
21102.755,がんばれー！！
21103.024,がんばれ！！
21103.991,おしい
21105.725,武器差ね
21109.206,まだ余裕ある！
21110.704,ここぜっったいほしい
21111.976,おしーーー！！！
21118.293,頑張れ！
21121.178,GOGOGOGO
21122.196,がんばれ！
21128.156,がんばれ！
21128.841,顔面てからなければオケ
21129.013,楽しそう
21133.086,ぷりぷりがんば！
21134.794,がんばれ
21144.524,GO
21147.333,また同じことをｗ
21160.838,頑張って
21161.675,g
21161.681,ないすぅ！
21161.918,おしい
21164.383,ナイス
21164.742,ナイス1枚
21166.049,クロスつよ
21167.557,ナイスゥ
21168.962,ナイス
21169.746,ナイス1枚
21173.138,ないす
21174.58,おおお
21179.755,おしいい
21180.263,うま
21180.637,うおおお！！
21180.736,おしい
21180.986,惜しいいいい！！！！
21181.033,おしい
21181.04,ナイス交換！
21181.094,おしい！
21181.306,おっし
21181.335,おしいいいいい
21181.485,惜しいいい
21182.459,おっしいいいいい
21182.669,おしいいい
21182.716,nt
21182.724,おしい！！
21182.784,おっしい！
21182.859,惜しい！
21183.03,おしー
21183.069,おしい
21183.121,おしいいい
21183.126,おしいいいいいい
21184.042,おしいーーー！！！
21184.075,たまあ
21184.093,おっしいい
21184.141,おしいいいいいいい
21184.431,おっしいい
21184.435,おしいnt
21184.531,おしいいい
21184.645,おしいいい
21184.65,惜しいー
21184.739,おしいいい
21184.837,おしいい
21184.864,おっっしい
21184.947,おしいいいいいいい
21184.983,おっしい
21184.988,うおおおおお
21185.078,おっしいいい
21185.178,おしい
21185.268,うはう おしかった
21187.018,おしい！！！！
21187.066,おしいぃ
21187.073,おしー
21187.185,おしいいい
21187.245,惜しいーー
21187.255,おしいいいいい
21188.351,おしい
21188.927,おっしいいい
21188.996,みんなうめえ
21189.009,おしいいい！！
21189.16,おしいい
21189.286,おしいーー！！
21189.314,おしいいいいいい
21189.478,おしぃ！
21190.846,おしいいい
21190.857,おっしいい
21193.247,あっつ！
21193.78,がんばれ
21194.823,おっしいいい
21195.396,おっしいおっしい
21195.545,おしすぎ！
21195.641,惜しいね〜
21195.752,おしい！ないとら
21195.932,たまが
21196.237,おしいいいい
21196.278,nt
21196.953,おしいー
21197.757,おっしいいいいい！！
21198.542,おっしいー！
21198.597,おっしい
21198.924,おしい
21200.633,おしすぎんか
21202.899,おしいいぃ
21203.478,がんばれー！！
21203.873,と↓っととね
21204.47,がんばれ〜！
21206.252,おっっっもろ！！！
21207.018,がんばれ！！
21207.355,くやしいこれは
21208.511,おしかった！
21208.671,紙一重か
21210.528,ふぁいてぃん！
21211.66,うわーーー！！おしー！！！
21213.943,あと2本がんばれ！
21214.926,そっち正解だったか
21215.011,いけるいける！
21216.099,次取ろう！
21216.312,がんばれーー！
21219.222,頑張れ！
21222.087,あと２本あと２本
21225.371,がんばれ
21226.777,流石に楽に勝たせてくれないか
21227.772,ふぁいとー！！
21232.315,がんばれ
21235.112,攻めオペまじぃ
21236.431,GO
21236.994,ぱすじゃーw
21238.514,がんばれ
21239.22,ｗ
21241.523,ないす
21242.478,ナイス！！
21242.873,ナイス
21243.83,ナイスゥ
21244.116,ないす
21244.155,ナイスゥ！？
21244.269,ナイス
21244.437,なぁいす！
21244.872,ナイス！
21244.898,つっよ
21244.954,ナイス
21245.292,ナイスゥ！
21245.721,ｗ
21245.958,ナイス
21246.519,ナイスゥ
21246.755,ナイス！
21246.775,うめ
21246.951,ナイス
21247.071,うおおおお
21247.363,ないす！
21247.713,ないす
21248.584,ナイスゥ！
21248.664,ナイス
21249.075,ナイス
21249.166,オペに勝つなｗ
21250.747,ナイス
21250.785,ナイスゥー！
21251.29,ジャスパーが死ぬんかいw
21252.455,ないす！
21252.657,ナイス！
21254.14,オペに勝つマジ？ｗ
21255.07,かみとキラーやなぁ
21256.399,うま
21258.507,うま
21258.575,うま
21258.962,ナイス！！！
21259.224,おっしい
21260.847,うま
21260.881,ナイス
21260.892,ナイス！
21261.055,うんっま！
21261.704,cringe
21262.145,nt
21262.349,nt
21262.677,うま
21262.718,つんよ
21262.92,nt！
21262.946,つっよ
21263.229,強かった
21263.962,うまくね？
21264.496,どまどま
21265.245,あら
21265.327,nt！！
21265.402,じゃすさんw
21265.453,つんよ
21265.556,nt
21265.577,おおおお
21265.88,おっしい
21266.016,うま
21266.349,nt
21266.615,nt
21266.636,どま
21266.835,どま
21266.987,おしい
21267.023,うますぎw
21267.41,どま！
21267.983,nt
21268.157,nt
21268.743,nt
21269.058,どま！nt！
21269.885,どま
21270.774,nt
21270.856,nt
21271.053,おしい！
21271.632,nt
21272.032,nt
21273.576,nt
21273.658,どま
21273.7,nt
21273.702,うっま
21273.964,nt
21274.016,おしい
21274.588,nt
21274.69,どま
21275.197,いやうまいうまい
21276.36,いや強いのよ
21276.585,どまどま
21276.61,nt
21277.078,どまどま
21277.269,21キルえぐ！！
21277.609,オペ外すね
21277.74,nt
21278.839,全然ないエコだ
21279.007,攻めマか
21279.27,ないとら
21279.504,つよぉ！
21279.832,マジで葛葉つよ
21279.94,あまりにビタビタエイム
21280.027,おっしい！
21280.299,どま
21280.437,あと2本頑張れ！
21280.445,つよ
21281.588,がんばれ
21281.664,どま
21281.916,ガチで撃ち合い強くね
21282.039,がんばれー！
21282.774,どま
21282.79,死ぬのは俺やった…
21282.964,nt
21282.97,スコアかっこよｗ
21284.982,sdadas
21285.698,がんばれ！！
21287.321,流れ切っていけ！
21287.612,がんばれー！！
21289.528,がんばれ〜
21290.244,あと2本〜
21292.303,つええ！
21292.39,がんばれ！
21293.137,っぱスカイよ
21293.259,GOGOGOGO
21293.481,流石に逆転はないと願う
21295.267,るなちゃんつよいな
21295.301,がんばれー
21296.632,あと2本！
21297.678,がんばれ
21299.429,がんばれー！！
21299.405,あと2本！！がんばれー！
21299.634,完全にチェンバーキラーになってる
21301.843,がんばれ
21302.282,いける
21303.113,あと2本だぞ～！！！
21303.238,本当にシェリフ上手いな
21305.868,このスコア2人いんのえぐw
21308.208,どま
21309.559,あら
21309.904,そういう構成とはいえ守りむずいなー
21311.45,わあ
21311.679,どま
21312.199,どま
21312.765,どま
21315.739,草
21317.701,何があるかわからないから
21318.458,どま
21318.669,どま
21318.739,やっちゃっちゃ
21318.914,どま
21319.808,どま
21319.914,ナイス
21322.112,どま
21322.573,どま
21322.914,ナイス
21323.005,おおおお
21323.846,おおお！！！
21324.27,ナイス
21324.724,いけいけ
21325.025,おお
21325.055,うまい！、
21325.197,あれれ
21325.924,ないす！
21326.337,おお
21332.231,行けるのか！？！？
21332.508,おおおおおお
21333.931,いけるいける
21334.744,ナイス！
21334.846,ナイスゥ
21335.887,たのむ！！
21336.064,うわ
21336.525,ないす
21336.899,ないすー！
21337.654,ナイスゥ
21338.235,ナイスゥ！
21338.383,うま
21338.712,ナイスゥ！
21338.907,うおおお
21338.908,ナイスゥ！
21339.203,ナイスゥー！！！！！
21339.213,ナイス！
21339.469,ナイスゥ！
21339.494,ナイス
21339.499,ナイス！！！
21339.884,ナイス！
21339.925,おおお
21340.055,ナイスゥ！
21340.133,ナイスー！
21340.172,ナイス！
21340.231,naius
21340.42,ナイス！
21340.883,ナイス
21340.929,お！？
21341.044,ナイスゥ
21341.091,ナイスゥ
21341.196,ナイスゥ！
21341.234,ないす
21341.3,ナイスゥゥ
21342.204,ないす！！
21342.535,いいねぇ～！！
21342.587,うぇええええええい
21343.021,ナイスー！
21343.228,ナイス！！！
21343.268,ナイスゥ！
21343.64,なーーーーいす
21343.997,うおおおおおお！！！
21344.195,ナイスゥ！！
21344.209,マッチポイントだぁぁ
21344.256,ナイス！
21344.619,ナイス―
21344.665,ないすー！！
21344.734,ないすううううう
21344.925,ナイスー
21345.012,ナイスゥ
21345.199,ナイスゥー！！！
21346.14,よーーーーーーし
21346.555,ナイス！！
21347.635,うおおおおおおおおおおおおおお
21348.056,うああ！
21348.909,いいねぇー！
21348.993,ナイス
21349.28,まっちぽいんよ！
21349.415,マッチポイント！
21349.448,ナイスてぃむ！
21349.651,ナイス
21349.907,ナイス
21350.16,ナイス！
21350.277,あと一本！
21350.295,おっしおっし
21350.359,ナイス
21350.49,ないすぅー
21350.587,ナイス！！
21350.727,でかぁぁぁあい！！！
21351.004,すご！
21351.165,ないす
21351.978,ないすぅ！
21352.415,あと一本！
21353.05,リロード入った臭いな
21353.903,マッチョポインヨだーーー
21354.178,これはでかいわ
21354.372,ラス１
21354.563,置かせて攻めれば構成生きるな
21354.619,ナイスゥ
21354.712,ラスト1本！！
21354.775,ナイス！！
21354.831,ないすううううう
21354.84,ナイスゥ
21354.953,あと1本！
21355.73,よしよしよし
21356.316,マッチポイント！！！！！！
21356.413,あと一本！
21356.835,がんばれ！
21356.956,解除殺せたと思ったか
21357.052,ナイス！！！
21357.234,マッチポイント！！
21357.24,ナイス！
21359.229,@1
21359.357,つーーーーよすぎ
21359.663,マッチポイントきたあああ
21359.938,さー！あと一本！
21360.043,頑張れー！
21360.383,2人死んだから解除できてないと思ったか
21360.542,チームつよつよ
21360.793,あと1本！！！！！
21360.941,ファイトー！
21361.797,決めてくれーー！
21361.804,まっちぽいんよ！！
21361.892,いいね
21362.819,いけー！
21362.9,がんばれ！！
21364.433,最後まで気を抜かずにね！
21367.821,ラスト1本がんばれ！
21368.057,マッチポイント！
21368.141,ラストだ！
21368.622,あと1本！
21369.72,あと1本！
21370.66,あと1本！！
21371.913,頑張れ！
21372.073,がんばれー
21372.966,決めようや
21373.897,あと一本！
21375.177,あと一本！
21375.209,れちご
21375.362,あと1本！！
21376.74,がんばれー！！！
21378.462,がんばれ！
21382.288,勝てー！
21385.119,あと一本！！
21385.352,あーと1本！
21385.794,がんばれ
21387.213,GO
21387.634,がんばれ
21389.013,頑張れ〜
21389.589,がんばれ！
21390.949,がんばれ！
21394.234,がんばれー！
21396.52,がんばれ！
21397.995,がんばれ～
21400.045,ふぁいと！！
21408.039,Gambare 
21416.609,がんバレーい！
21418.991,GO
21422.639,おお！
21422.771,うおお
21422.938,ないす！！！
21422.942,ナイスゥ！？！？
21422.984,ナイス！！
21423.097,ないす隙間
21424.913,おお
21424.884,つよ
21424.981,おお
21425.025,ないす！！
21425.051,ナイスゥ
21425.193,ナイス！
21425.211,うま
21425.568,ナイス！
21425.607,おお！
21425.695,ナイス
21425.858,うめ
21425.961,つよ
21426.056,つよお
21426.034,ナイスゥ！
21426.081,うんま
21426.276,うっま
21426.475,ナイス！
21427.108,ナイスゥ！！
21427.559,ナイス
21427.779,ないす
21427.843,うま
21428.103,ナイス！！
21428.117,ええええええええええええ
21428.466,ナイス
21428.868,うおおおおお
21428.895,ナイス
21429.524,ナイスウ！
21429.956,えうま
21430.063,うんま！強い！！
21430.621,ナイスゥー！
21431.106,ナイスゥ！！！！
21431.163,ナイスゥ
21431.261,ナイス！
21431.476,うま
21431.932,GG
21432.457,ナイスゥ！！！
21432.59,うおおお
21432.68,ないすないす！
21433.072,うま
21433.075,ないす
21434.15,ナイスゥ！！！！！！！！！！
21434.232,gg
21434.266,うま
21434.31,gg
21434.39,ナイスゥ！！！
21434.41,いけえええええ
21434.47,ナイスゥ！
21434.532,うおおおおおおおおおおおおおおおおおおおおお
21434.541,gg
21434.729,おおおおおおお
21435.01,GGGGGGG
21435.057,ナイス！！！！！
21435.136,ナイスゥ！！！！！
21435.171,ナイスゥ
21435.324,うおおおおおおおお
21435.442,gg
21435.786,gg
21435.867,ナイス〜！
21436.007,ないすぅ！！！！
21436.345,ないすううう
21436.533,ナイスゥ！gg
21436.588,ナイスゥ！
21436.603,ナイスゥ！
21436.626,ないすー！！！
21436.628,ナイスゥ！！！！！
21436.706,ないす
21436.853,ナイスー！
21436.89,gg
21436.885,gg
21436.884,ナイス2
21436.965,うえええい！
21437.024,ないす！！
21437.036,ナイスゥ！gg
21437.064,ナイスゥ！！！！！！！！！
21437.221,ナイスー！！！gg
21437.231,ナイスゥ～～！！！！gg！！！
21437.637,gg～！！！
21437.78,ナイスゥ！gg
21437.913,ナイスゥ！
21437.99,うおおおおおおお
21438.261,つっよ
21438.413,ないすー！GG
21438.627,うおおおおおおおおおお
21438.778,ナイス
21438.937,ナイスゥ！！
21439.083,ナイスゥ！
21439.105,ナイスー！
21439.261,ナイス！！！
21440.135,ナイス！！！！！！！
21440.135,ナイスゥ！！！
21440.181,GG!!
21440.435,GG
21440.676,ナイス〜
21440.985,ナイス！！
21441.071,ないすううううい
21441.99,gg
21442.86,ナイスゥ！！！
21443.661,ないすううううううううううう
21443.791,gg
21444.987,ナイスゥ！
21445.094,gg
21445.132,gg！！
21446.338,gg
21446.534,gg
21446.94,ナイス！
21447.767,ナイスゥ！！！
21447.81,うおおおおおお
21448.01,ナイスーーーーーーーーーーーー
21448.304,ナイス！！！！
21448.782,ナイス―！！！
21449.045,gg
21449.821,gg ! ! !
21450.047,かっけー！
21450.055,ナイス－！！！
21450.284,ggー！！
21450.527,gg
21450.562,ナイスゥ！！！！
21450.614,gg!
21450.9,やったーーー
21451.031,おおおおおお
21452.004,ないすないす！
21452.059,gg
21452.155,gg
21452.821,gg！
21452.832,最後の最後で完璧やったｗｗ
21454.207,gg
21454.433,gg
21454.723,ナイス〜gg〜！
21454.778,gg
21454.869,gg
21455.198,ナイスチーム！！！
21455.199,うおおおおおー！！
21455.273,よーーーーし
21455.649,gg！！
21456.153,ナイスー！
21456.226,gg
21456.319,ナイス！！！！！
21456.651,ナイスー！！
21456.879,ちょっと葛葉強すぎたな
21457.167,gg！
21457.872,凄いよ！
21458.273,gg
21458.293,すごーい
21458.377,GG
21458.465,ナイス！！！
21458.7,皆強すぎww
21458.883,gg！
21459.224,最後勝ってよかったー！
21460.162,gg
21460.16,ナイス
21460.263,gg
21460.568,gg!!!
21462.25,gg!!
21462.879,つよすぎチーム！！！
21463.791,gg
21463.847,きんもちぃ
21464.036,gg
21464.409,スゲ〜
21464.605,gg!!
21464.841,ナイス〜！！！
21464.901,有言実行すぎる
21464.966,gg!
21465.084,チーム最高や！！！
21465.309,こるちの作戦すごいな！！！
21465.52,ナイスゥ！
21465.776,GG〜！
21465.862,gg!
21465.969,gg
21466.008,かみーとを完全に抑え込んでたのかっこよすぎる
21466.376,ナイスすぎ！
21466.444,やっぱｽｶｲよ
21467.41,組織力ないすー！
21468.1,これは…名コーチじゃな？
21468.722,gg！！！
21469.108,GG
21469.15,かっこよかったよ～！！！
21469.167,ナイスー！！
21469.702,コーチもすげぇんだわ
21469.778,ナイスgg
21469.966,チーム覚醒してた
21470.208,gg!
21470.371,葛葉裏狩り過ぎだｗ
21470.537,ないすてぃーむ！
21471.603,葛葉強かった
21472.773,強かったー！
21473.497,コーチスゲー
21473.604,gg
21473.942,らい様！？
21474.002,みんな強かったなあ！
21474.526,超成長
21474.965,つっよ！！！
21475.155,ラウンド差も良くないかこれ
21475.369,葛葉まじで強かったな
21476.251,スカイつええ
21476.395,すごすぎたー！
21476.542,オペに勝ちまくってた
21476.642,つえええええ
21476.821,gg
21476.822,オペ狩りしてた
21477.845,スコアイケメンすぎだろお前
21478.074,正解はこれだったか
21478.339,なんてスコアだ
21478.434,gg
21478.69,ナイスティーム！
21479.215,じゅん？
21479.259,ヘンディーボコってて草
21479.332,最初静かにして言われてたのに
21479.662,それはほんとにそうw
21479.906,らいさま！？
21480.25,つよかった
21480.838,何位？
21480.955,スコア見せてくれ
21481.008,ワートリw
21482.003,皆覚醒してた
21482.228,gg!!
21482.266,ｗｗ
21482.423,gg
21482.446,らいさま！？
21482.975,仕上がっちゃったな〜
21483.13,gg
21483.427,覚醒してた
21483.497,オペ咎めまくってたな
21484.138,まじでつよかった
21484.214,強すぎだろお前
21484.829,スコアイケメンが2人おる
21484.905,つよかったなあ
21485.031,こるちの読みどんぴしゃすぎる
21485.458,すごかった！！！！！
21485.548,マジで強かった
21486.163,すごかった！！！
21486.447,最強や！
21486.797,最後勝てたの嬉しい
21487.003,ナイスナイスナイス！！！！！
21487.991,らい！？
21488.344,ら、いじん
21489.746,コーチもすげぇ
21489.941,やっぱコーチ優勝だろ！
21490.246,歩で飛車角とった感じか
21490.793,かみーとに勝ててたのデカかったな
21491.029,マジで強い
21491.041,武器差に負けてないのすげーよ
21491.414,面白かったー
21491.691,読みが刺さりすぎてたw
21492.353,ブッ刺さりだわ
21492.616,裏見えらかったなー！
21492.636,葛葉スカイはやっぱ最高
21492.664,みんなすごかった！
21492.675,やっぱりスカイだな！
21492.751,かっこよすぎた
21493.387,ナイス～～！
21493.474,コーチの読み凄かった
21493.903,コーチナイス過ぎる
21494.272,チームとコーチ最強や
21494.6,強かった！
21495.301,これは評価の見直しはいっちゃうか
21495.636,スコア見してー！
21495.679,じゃすに肩並べてるダイヤ3おるな
21495.689,良いこるち！！！！！！！！！！
21496.632,ブレインや
21496.874,いろいろ噛み合ってた
21497.346,スカイやっぱ上手いね
21498.573,強すぎたよすごい！
21498.679,スカイ全勝？
21498.984,最強！
21499.369,凄かった
21500.229,最高や
21500.424,2デュエ抑えてMVPまじか
21501.31,じゃっさんとスコア競ってるのすごすぎる
21502.105,最高の締めやった
21502.154,作戦ぶっ刺さってたな
21502.549,すごかった～！！
21504.571,ずはマジで強かったw
21504.726,最後に魅せたねぇ
21506.185,刺さりすぎて逆に怖かった
21506.493,コーチすごかった
21506.587,コーチぶっ刺さりだったな
21506.983,ggすぎた
21507.113,このチーム最強や
21507.52,葛葉スカイいきいきしてたね
21508.101,おお
21508.715,すごかった！！
21508.752,こるちさすがだ
21509.295,最高や～！
21510.128,めっちゃ強かったｗ
21510.273,スカイ本人よ
21511.377,さすがコーチ
21512.076,こるちありがとう
21512.424,感覚派のはずなのに
21512.792,かみーと抑えてたな
21513.067,さいこうや！
21513.379,つええ
21513.489,ちょっと圧倒的だったな
21513.664,皆強かったー！
21513.981,覚醒しすぎてる
21514.097,強すぎ
21514.199,つよ
21514.784,すごかった
21515.066,シェリフでオペに勝ってたし
21516.506,つえー
21516.95,つよすぎ
21516.964,メイコーチは名コーチってか
21517.035,嬉しいな〜！！
21517.415,じゃすくずエグww
21517.745,めいコーチ名コーチ！？
21518.996,おおおおお！！
21519.36,強かった
21519.515,やっぱ葛葉はスカイなんだよなぁ！
21519.659,強すぎ〜！
21520.867,gg!!葛葉もチームもつよつよだったー
21520.971,gg
21520.98,バグ壁セージ嘘のようだ
21521.172,オペに勝ってる人達w
21522.463,名コーチMeiyコーチ
21524.543,なんやかんやくれー
21524.836,つよすぎ
21525.558,じゃす葛よかったー！
21527.481,これはドヤ顔になりますってサイコー！
21527.466,どうだ
21528.279,たのむー！
21529.274,たのむ！！！
21529.82,つよすぎだ！
21530.025,最高だったわ
21530.778,お
21530.833,なんやかんやあって優勝しろ
21531.218,頼む
21531.802,お
21531.917,いけいけいけ
21531.971,お？
21532.758,お？
21532.933,いい試合を見せていただきありがとうございます
21533.587,葛葉のスカイはガチです
21533.638,お？
21534.763,強すぎ
21534.958,たのむー
21535.199,めいだけに！？名コーチ！
21535.989,どうだ！？！？
21536.071,お
21536.074,つよかったー
21536.126,お？
21536.562,Dが優勝か
21536.675,ん︎
21536.786,あるのか？？
21536.802,お？
21536.946,gg
21537.043,たのむ
21537.078,o
21537.65,おお？
21537.928,あるんちゃうの！？
21538.848,どいーらたのむ
21538.879,ある？
21539.035,お、負けたんだ
21539.311,どう？
21539.856,たのむ
21540.045,たのむ！！
21540.206,マジか
21540.237,なんか様子が
21540.431,強かった！
21540.624,お
21541.011,お！
21541.079,どうだ
21541.483,どうだ？
21541.744,どうなるんや
21542.283,なんかあれ
21543.296,おお？
21543.333,お
21543.757,どうどう？
21544.293,ずっと一人で裏抑えてたのかっこよすぎた
21544.426,Dそんな強かったのか
21544.742,どう？
21545.103,優勝しろ！w
21547.728,お？
21547.903,奇跡起きろ！！
21552.86,でぇー
21553.481,お？
21553.483,4勝が居るのか
21555.133,もしかしろ
21555.824,ん？
21556.181,D？B？
21556.358,なんやかんやあれ！
21556.865,たのむー！
21558.373,お？
21558.597,どやさ
21558.67,たのむー！
21561.329,ジャイキリptください
21561.374,え
21561.46,C？
21561.815,ど？
21563.101,お！？
21563.862,C！？
21564.087,まさか
21564.183,おおおお？
21564.201,え
21565.181,全勝…
21565.197,え！！
21566.139,え！
21566.359,奇跡起きろ！
21566.604,葛葉さん強かった！スキルの使い方やっぱりカッコイイ
21566.587,ん？
21566.896,あれ？w
21567.353,全勝いるんか
21568.373,んふふw
21568.766,釈迦さんか
21569.028,まだわかんないか
21569.661,全勝マ？
21571.189,草
21571.617,まだかw
21572.002,もう出たんよw
21572.332,なんとかなれー！
21572.369,まだか
21572.548,Ⅾも凄いらしいな
21572.669,なんとかなれー
21572.708,がんばれ！
21573.577,ぇ
21573.888,たのむ！
21574.146,あれ？
21576.377,C!?
21576.768,gg!ナイスチームだった！
21577.234,どさくさ一位⁈
21578.742,cさん？
21578.888,まだわかんねえなあ
21579.04,アチい試合をありがとうGG
21579.285,え？
21581.431,どいーら頼みで草
21581.653,まだ理解ってない
21582.019,ん？
21582.032,ん？
21583.183,かってたよねCに
21583.41,あｗ
21583.871,全敗や
21584.403,全敗？
21584.792,ん？？
21585.962,なんやろなぁ
21586.084,D優勝
21586.18,D優勝
21586.985,全敗や
21587.879,Cには勝ったよな
21588.337,Dじゃない？
21589.406,ん？？
21589.548,ん？
21590.348,草
21590.812,ああｗ
21590.996,あ～…
21591.195,Ｃ…
21591.491,ん？
21591.497,w
21591.673,ん？
21591.767,全敗...
21592.545,ｃ…
21593.222,まっずい
21593.227,草
21593.704,いや草
21593.711,あれ？w
21594.635,わかりづらいw
21595.158,C…
21595.712,C、、、
21596.142,すごい煽ったみたいやｗ
21596.371,D優勝か
21596.411,C全敗…
21596.476,C…
21596.811,草
21597.157,あー
21598.002,りりむボコボコやん；；
21598.036,草
21598.519,C…
21598.706,ｗｗ
21598.814,草
21599.561,最高だった
21599.252,Dか
21599.779,土井さんの采配次第！w
21600.566,草
21600.533,わかりにくい
21600.86,草
21600.946,あ
21601.202,いじめてやるな；；
21601.246,ww
21601.861,あら！
21604.028,ん？てことは全敗…
21604.439,草
21604.973,c;;
21606.247,全敗晒しあげやん
21606.537,全敗
21606.979,なんと…
21608.9,BかDかあ
21609.196,全敗…
21609.724,あ
21610.279,きまず…
21610.735,むずいｗｗ
21612.422,C
21613.845,くわぁぁぁ
21614.884,りりむ
21615.731,草
21615.849,次。。。？
21615.923,でも最高のチームだったぞ！
21616.09,きまずww
21616.113,いいむ、；；
21617.188,草
21618.172,全敗はかわいそうだな
21618.716,ポジティブだなｗ
21618.817,りりむ...
21618.983,きまず
21621.483,ごねるか
